,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,CreateProject [permission only],Grants permission to create a project,Write,,,
1,DeleteProject [permission only],Grants permission to delete a project,Write,,,
2,GetBatch [permission only],Grants permission to get a batch,Read,,,
3,GetProject [permission only],Grants permission to get a project,Read,,,
4,ListBatchDataTransfers [permission only],Grants permission to list batch data transfers,List,,,
5,ListBatchSummaries [permission only],Grants permission to list batch summaries,List,,,
6,ListProjectDataTransfers [permission only],Grants permission to list project data transfers,List,,,
7,ListProjectSummaries [permission only],Grants permission to list project summaries,List,,,
8,StartBatchDataTransfer [permission only],Grants permission to start a batch data transfer,Write,,,
9,StartProjectDataTransfer [permission only],Grants permission to start a project data transfer,Write,,,
10,UpdateBatch [permission only],Grants permission to update a batch,Write,,,
